As:1,As:2,As:3,As:4,As:5,As:5_availability,As:6,As:6_availability,Assignment_Total,Qz:1,Qz:2,Qz:3,Qz:4,Qz:5,Qz:6,Qz:7,Qz:7_availability,Qz:8,Qz:8_availability,Quiz_Total,SI:1,SI:2,SI:2_availability,SI:3,SI:3_availability,SI_Total,SII:1,SII:2,SII:2_availability,SII:3,SII:3_availability,SII_Total,Project_availability,Project_Total,Final:1,Final:2,Final:2_availability,Final:3,Final:3_availability,Final:4,Final:4_availability,Final:5,Final:5_availability,Final_Total
1.86,2.59,2.45,2.43,1.48,1.0,2.35,1.0,13.16,1.4,0.67,0.4,1.6,0.68,1.0,1.5,1.0,2.0,1.0,9.25,6.56,0.0,0.0,0.0,0.0,6.56,2.34,0.0,0.0,0.0,0.0,2.34,0.0,0.0,16.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.08
1.67,2.91,1.3,2.1,2.01,1.0,2.37,1.0,12.36,1.0,0.93,0.0,2.0,1.4,2.0,1.67,1.0,2.0,1.0,11.0,4.69,0.0,0.0,0.0,0.0,4.69,4.12,0.0,0.0,0.0,0.0,4.12,0.0,0.0,24.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.07
2.61,2.66,0.0,2.82,2.0,1.0,2.67,1.0,12.76,1.4,0.33,0.2,0.2,0.4,0.4,2.0,1.0,2.0,1.0,6.93,3.56,0.0,0.0,0.0,0.0,3.56,2.44,0.0,0.0,0.0,0.0,2.44,0.0,0.0,14.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.62
1.41,1.86,0.0,1.32,2.03,1.0,1.67,1.0,8.29,0.6,0.67,0.1,0.0,0.0,0.4,0.5,1.0,2.0,1.0,4.27,6.94,0.0,0.0,0.0,0.0,6.94,3.38,0.0,0.0,0.0,0.0,3.38,0.0,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6
2.4,2.87,2.42,2.7,3.0,1.0,3.0,1.0,16.39,2.0,1.4,2.0,2.0,1.3,2.0,1.5,1.0,2.0,1.0,14.2,10.69,0.0,0.0,0.0,0.0,10.69,6.56,0.0,0.0,0.0,0.0,6.56,0.0,0.0,33.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.63
0.0,2.23,2.03,1.23,1.38,1.0,1.93,1.0,8.8,1.8,0.73,0.3,0.0,1.6,1.6,0.5,1.0,2.0,1.0,8.53,3.94,0.0,0.0,0.0,0.0,3.94,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,17.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.77
2.72,2.66,2.85,2.37,2.72,1.0,3.0,1.0,16.32,2.0,1.13,1.9,2.0,1.4,1.8,1.67,1.0,2.0,1.0,13.9,8.53,0.0,0.0,0.0,0.0,8.53,5.16,0.0,0.0,0.0,0.0,5.16,0.0,0.0,31.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.72
0.0,2.01,1.47,1.38,1.27,1.0,2.35,1.0,8.48,0.8,0.8,0.1,0.0,0.2,1.26,0.5,1.0,2.0,1.0,5.66,2.44,0.0,0.0,0.0,0.0,2.44,1.88,0.0,0.0,0.0,0.0,1.88,0.0,0.0,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96
2.42,2.79,2.25,2.82,2.33,1.0,2.9,1.0,15.51,1.4,1.13,0.0,0.2,0.2,0.8,1.5,1.0,2.0,1.0,7.23,5.25,0.0,0.0,0.0,0.0,5.25,9.1,0.0,0.0,0.0,0.0,9.1,0.0,0.0,26.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.21
2.61,2.53,1.72,1.98,1.65,1.0,1.63,1.0,12.12,1.8,0.27,0.1,0.0,0.0,0.6,0.33,1.0,2.0,1.0,5.1,3.38,0.0,0.0,0.0,0.0,3.38,1.78,0.0,0.0,0.0,0.0,1.78,0.0,0.0,12.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.48
0.0,2.81,2.02,1.68,1.55,1.0,2.43,1.0,10.49,1.0,0.87,1.8,2.0,2.0,1.4,1.33,1.0,2.0,1.0,12.4,5.53,0.0,0.0,0.0,0.0,5.53,6.56,0.0,0.0,0.0,0.0,6.56,0.0,0.0,27.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.22
2.42,2.57,1.32,3.0,2.0,1.0,2.97,1.0,14.28,0.0,0.27,1.1,0.2,0.2,0.6,1.17,1.0,2.0,1.0,5.54,5.81,0.0,0.0,0.0,0.0,5.81,2.34,0.0,0.0,0.0,0.0,2.34,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
2.12,2.19,0.0,2.1,2.12,1.0,2.4,1.0,10.93,1.0,0.73,0.3,0.2,0.2,0.8,0.17,1.0,2.0,1.0,5.4,6.94,0.0,0.0,0.0,0.0,6.94,6.09,0.0,0.0,0.0,0.0,6.09,0.0,0.0,21.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.37
2.82,2.34,2.63,2.1,2.25,1.0,2.35,1.0,14.49,1.4,0.73,0.0,0.2,0.2,1.8,0.67,1.0,2.0,1.0,7.0,5.25,0.0,0.0,0.0,0.0,5.25,2.16,0.0,0.0,0.0,0.0,2.16,0.0,0.0,20.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.58
2.52,0.0,2.52,1.98,2.5,1.0,2.93,1.0,12.45,1.2,0.6,1.2,0.0,0.2,1.4,0.33,1.0,2.0,1.0,6.93,5.62,0.0,0.0,0.0,0.0,5.62,1.88,0.0,0.0,0.0,0.0,1.88,0.0,0.0,21.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.26
0.0,2.66,2.63,3.0,2.2,1.0,3.0,1.0,13.49,1.6,0.93,0.0,2.0,0.6,1.6,0.67,1.0,2.0,1.0,9.4,5.81,0.0,0.0,0.0,0.0,5.81,5.25,0.0,0.0,0.0,0.0,5.25,0.0,0.0,27.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.56
0.0,2.72,2.83,3.0,2.4,1.0,1.1,1.0,12.05,2.0,0.53,0.8,2.0,0.6,1.6,0.67,1.0,2.0,1.0,10.2,8.06,0.0,0.0,0.0,0.0,8.06,11.06,0.0,0.0,0.0,0.0,11.06,0.0,0.0,22.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.16
2.4,0.0,0.0,2.97,2.35,1.0,2.67,1.0,10.39,1.8,0.4,1.9,0.2,0.0,2.0,1.0,1.0,2.0,1.0,9.3,7.12,0.0,0.0,0.0,0.0,7.12,6.94,0.0,0.0,0.0,0.0,6.94,0.0,0.0,29.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.36
2.38,0.0,2.67,3.0,2.75,1.0,3.0,1.0,13.8,1.6,1.2,2.0,2.0,0.4,2.0,0.95,1.0,2.0,1.0,12.15,11.06,0.0,0.0,0.0,0.0,11.06,7.22,0.0,0.0,0.0,0.0,7.22,0.0,0.0,28.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.68
1.7,2.29,2.17,2.22,2.25,1.0,1.77,1.0,12.4,0.6,0.27,0.1,0.0,0.2,1.4,0.33,1.0,2.0,1.0,4.9,5.44,0.0,0.0,0.0,0.0,5.44,4.12,0.0,0.0,0.0,0.0,4.12,0.0,0.0,20.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.02
2.49,1.91,1.67,2.61,2.0,1.0,1.8,1.0,12.48,2.0,0.81,0.8,0.2,0.3,1.6,1.5,1.0,2.0,1.0,9.21,8.06,0.0,0.0,0.0,0.0,8.06,6.38,0.0,0.0,0.0,0.0,6.38,0.0,0.0,20.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.47
2.47,2.4,2.75,2.82,1.0,1.0,2.17,1.0,13.61,2.0,1.2,1.9,2.0,2.0,1.8,1.67,1.0,2.0,1.0,14.57,10.97,0.0,0.0,0.0,0.0,10.97,8.16,0.0,0.0,0.0,0.0,8.16,0.0,0.0,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8
2.75,1.8,2.4,2.76,2.7,1.0,2.67,1.0,15.08,1.8,1.07,0.3,0.1,0.6,1.4,1.33,1.0,2.0,1.0,8.6,7.12,0.0,0.0,0.0,0.0,7.12,6.94,0.0,0.0,0.0,0.0,6.94,0.0,0.0,29.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.92
1.73,0.0,0.0,0.9,2.17,1.0,2.35,1.0,7.15,1.0,0.8,0.2,0.0,0.4,1.26,0.95,1.0,2.0,1.0,6.61,4.69,0.0,0.0,0.0,0.0,4.69,0.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
2.38,2.23,2.0,1.26,1.64,1.0,2.63,1.0,12.14,1.8,1.2,0.2,0.0,0.6,1.4,1.5,1.0,2.0,1.0,8.7,7.31,0.0,0.0,0.0,0.0,7.31,5.53,0.0,0.0,0.0,0.0,5.53,0.0,0.0,26.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.43
1.3,0.0,2.03,1.53,1.48,1.0,2.37,1.0,8.71,1.4,0.4,0.4,0.0,0.4,1.4,0.67,1.0,2.0,1.0,6.67,4.5,0.0,0.0,0.0,0.0,4.5,4.97,0.0,0.0,0.0,0.0,4.97,0.0,0.0,16.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.08
2.54,2.29,2.35,1.8,1.52,1.0,2.43,1.0,12.93,1.4,1.13,0.2,2.0,1.0,1.0,0.83,1.0,2.0,1.0,9.56,5.06,0.0,0.0,0.0,0.0,5.06,2.44,0.0,0.0,0.0,0.0,2.44,0.0,0.0,19.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.57
2.05,1.71,1.08,2.01,1.35,1.0,1.63,1.0,9.83,1.2,0.47,0.0,0.0,0.6,0.8,0.5,1.0,2.0,1.0,5.57,4.31,0.0,0.0,0.0,0.0,4.31,1.59,0.0,0.0,0.0,0.0,1.59,0.0,0.0,19.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.57
2.12,3.0,2.73,2.55,2.03,1.0,2.82,1.0,15.25,1.6,0.93,0.6,0.0,1.6,1.6,0.5,1.0,2.0,1.0,8.83,4.41,0.0,0.0,0.0,0.0,4.41,4.31,0.0,0.0,0.0,0.0,4.31,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
2.33,2.12,0.0,2.85,2.2,1.0,1.53,1.0,11.03,1.2,1.13,0.1,0.0,0.2,0.8,0.33,1.0,2.0,1.0,5.76,6.56,0.0,0.0,0.0,0.0,6.56,2.91,0.0,0.0,0.0,0.0,2.91,0.0,0.0,10.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91
1.43,0.0,1.9,1.8,2.17,1.0,2.23,1.0,9.53,0.0,1.33,0.0,0.2,0.6,0.0,1.0,1.0,2.0,1.0,5.13,3.38,0.0,0.0,0.0,0.0,3.38,1.59,0.0,0.0,0.0,0.0,1.59,0.0,0.0,12.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.48
1.94,2.19,1.48,1.68,2.0,1.0,1.6,1.0,10.89,0.8,0.93,0.2,0.0,1.8,1.2,1.17,1.0,2.0,1.0,8.1,5.25,0.0,0.0,0.0,0.0,5.25,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,16.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.31
2.88,2.57,2.8,2.43,2.75,1.0,2.87,1.0,16.3,1.8,0.8,0.0,0.0,0.6,1.0,0.33,1.0,2.0,1.0,6.53,8.06,0.0,0.0,0.0,0.0,8.06,4.31,0.0,0.0,0.0,0.0,4.31,0.0,0.0,22.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.83
2.24,0.0,1.67,2.46,1.8,1.0,2.35,1.0,10.52,0.0,0.6,0.0,0.0,0.6,1.26,0.95,1.0,2.0,1.0,5.41,4.41,0.0,0.0,0.0,0.0,4.41,1.41,0.0,0.0,0.0,0.0,1.41,0.0,0.0,6.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52
2.52,2.44,2.37,2.82,2.88,1.0,2.55,1.0,15.58,0.8,0.67,0.2,2.0,0.4,0.0,1.17,1.0,2.0,1.0,7.24,10.69,0.0,0.0,0.0,0.0,10.69,8.62,0.0,0.0,0.0,0.0,8.62,0.0,0.0,26.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.66
2.31,2.44,2.43,2.52,2.92,1.0,2.66,1.0,15.28,2.0,0.8,2.0,2.0,0.4,2.0,2.0,1.0,2.0,1.0,13.2,8.25,0.0,0.0,0.0,0.0,8.25,10.5,0.0,0.0,0.0,0.0,10.5,0.0,0.0,31.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.83
1.64,2.91,2.76,2.82,2.17,1.0,2.06,1.0,14.36,1.2,0.53,0.2,0.4,0.0,0.0,1.17,1.0,2.0,1.0,5.5,5.62,0.0,0.0,0.0,0.0,5.62,4.69,0.0,0.0,0.0,0.0,4.69,0.0,0.0,22.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.83
2.19,0.0,2.02,1.98,1.95,1.0,1.58,1.0,9.72,0.8,0.53,0.0,0.2,0.0,0.6,1.33,1.0,2.0,1.0,5.46,4.69,0.0,0.0,0.0,0.0,4.69,2.16,0.0,0.0,0.0,0.0,2.16,0.0,0.0,15.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.63
0.0,2.57,2.94,2.76,2.85,1.0,2.74,1.0,13.86,0.8,1.07,0.4,2.0,2.0,0.8,0.83,1.0,2.0,1.0,9.9,5.25,0.0,0.0,0.0,0.0,5.25,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,25.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.08
1.38,0.0,1.14,1.44,1.25,1.0,1.8,1.0,7.01,0.4,0.93,0.2,0.4,0.0,0.6,1.0,1.0,2.0,1.0,5.53,5.25,0.0,0.0,0.0,0.0,5.25,3.75,0.0,0.0,0.0,0.0,3.75,0.0,0.0,16.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.31
2.08,2.31,0.91,1.2,1.55,1.0,0.9,1.0,8.95,1.6,0.67,0.25,0.4,0.4,0.4,1.0,1.0,2.0,1.0,6.72,4.5,0.0,0.0,0.0,0.0,4.5,2.44,0.0,0.0,0.0,0.0,2.44,0.0,0.0,16.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.53
0.0,0.0,1.38,1.02,2.65,1.0,2.4,1.0,7.45,0.8,0.74,0.0,1.0,0.54,0.6,1.5,1.0,2.0,1.0,7.19,3.38,0.0,0.0,0.0,0.0,3.38,4.31,0.0,0.0,0.0,0.0,4.31,0.0,0.0,16.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.76
0.0,3.0,2.13,1.44,1.88,1.0,2.62,1.0,11.07,0.8,0.74,0.2,0.4,1.4,0.62,1.0,1.0,2.0,1.0,7.16,3.75,0.0,0.0,0.0,0.0,3.75,5.62,0.0,0.0,0.0,0.0,5.62,0.0,0.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6
1.89,2.57,1.56,2.28,0.55,1.0,2.25,1.0,11.1,1.4,1.07,0.4,2.0,0.4,2.0,1.44,1.0,2.0,1.0,10.71,8.34,0.0,0.0,0.0,0.0,8.34,7.31,0.0,0.0,0.0,0.0,7.31,0.0,0.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8
2.24,0.0,2.94,2.88,2.9,1.0,2.89,1.0,13.85,2.0,0.8,0.4,2.0,0.4,0.62,1.67,1.0,2.0,1.0,9.89,12.0,0.0,0.0,0.0,0.0,12.0,9.19,0.0,0.0,0.0,0.0,9.19,0.0,0.0,25.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.76
2.93,2.91,2.94,2.82,2.95,1.0,2.85,1.0,17.4,2.0,1.33,0.8,2.0,0.8,2.0,2.0,1.0,2.0,1.0,12.93,13.22,0.0,0.0,0.0,0.0,13.22,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,34.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.31
1.75,1.29,1.83,2.7,2.42,1.0,2.55,1.0,12.54,0.6,0.67,0.4,0.4,0.6,0.6,2.0,1.0,2.0,1.0,7.27,4.78,0.0,0.0,0.0,0.0,4.78,4.12,0.0,0.0,0.0,0.0,4.12,0.0,0.0,22.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.95
2.86,2.44,2.22,1.5,1.48,1.0,1.39,1.0,11.89,0.8,0.67,0.0,1.6,0.4,0.6,1.33,1.0,2.0,1.0,7.4,7.12,0.0,0.0,0.0,0.0,7.12,7.31,0.0,0.0,0.0,0.0,7.31,0.0,0.0,16.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.98
1.92,2.36,0.99,2.22,1.72,1.0,2.06,1.0,11.27,1.0,0.93,0.0,0.4,0.54,0.6,0.83,1.0,2.0,1.0,6.3,4.41,0.0,0.0,0.0,0.0,4.41,2.25,0.0,0.0,0.0,0.0,2.25,0.0,0.0,11.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.92
2.7,2.74,2.94,2.7,2.47,1.0,2.89,1.0,16.44,0.4,0.67,0.0,1.4,1.0,0.4,1.0,1.0,2.0,1.0,6.87,5.53,0.0,0.0,0.0,0.0,5.53,4.31,0.0,0.0,0.0,0.0,4.31,0.0,0.0,17.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.55
2.86,2.91,2.97,2.88,2.92,1.0,2.74,1.0,17.28,1.6,1.07,0.2,2.0,2.0,0.0,2.0,1.0,2.0,1.0,10.87,8.53,0.0,0.0,0.0,0.0,8.53,8.81,0.0,0.0,0.0,0.0,8.81,0.0,0.0,30.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.03
2.42,2.57,2.37,2.64,2.72,1.0,2.55,1.0,15.27,1.6,0.67,0.0,0.4,0.4,0.6,1.17,1.0,2.0,1.0,6.84,7.5,0.0,0.0,0.0,0.0,7.5,3.94,0.0,0.0,0.0,0.0,3.94,0.0,0.0,18.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.11
0.0,2.23,2.46,1.98,2.15,1.0,2.25,1.0,11.07,1.4,0.74,0.0,0.2,0.4,0.6,2.0,1.0,2.0,1.0,7.34,4.69,0.0,0.0,0.0,0.0,4.69,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3
1.39,2.91,2.04,2.46,2.2,1.0,2.81,1.0,13.81,0.4,0.67,0.2,0.0,0.0,0.0,1.83,1.0,2.0,1.0,5.1,3.19,0.0,0.0,0.0,0.0,3.19,5.07,0.0,0.0,0.0,0.0,5.07,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15
0.0,2.87,1.62,2.04,2.62,1.0,1.91,1.0,11.06,0.8,0.53,0.4,0.0,1.4,0.0,1.44,1.0,2.0,1.0,6.57,8.44,0.0,0.0,0.0,0.0,8.44,4.31,0.0,0.0,0.0,0.0,4.31,0.0,0.0,23.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.06
2.17,2.57,2.49,1.18,1.85,1.0,2.06,1.0,12.32,0.6,0.8,0.0,0.2,0.6,1.0,1.5,1.0,2.0,1.0,6.7,6.94,0.0,0.0,0.0,0.0,6.94,2.72,0.0,0.0,0.0,0.0,2.72,0.0,0.0,20.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.92
0.0,1.71,1.16,1.02,1.68,1.0,1.76,1.0,7.33,0.8,0.8,0.0,0.2,0.0,0.0,1.0,1.0,2.0,1.0,4.8,1.59,0.0,0.0,0.0,0.0,1.59,2.72,0.0,0.0,0.0,0.0,2.72,0.0,0.0,7.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.42
1.78,2.79,1.11,2.04,2.0,1.0,2.03,1.0,11.75,1.0,0.8,0.25,0.4,0.0,0.6,1.44,1.0,2.0,1.0,6.49,5.34,0.0,0.0,0.0,0.0,5.34,2.44,0.0,0.0,0.0,0.0,2.44,0.0,0.0,12.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.82
0.0,2.14,1.68,1.98,2.22,1.0,2.14,1.0,10.16,0.8,0.4,0.0,0.4,0.0,0.0,1.33,1.0,2.0,1.0,4.93,5.91,0.0,0.0,0.0,0.0,5.91,1.69,0.0,0.0,0.0,0.0,1.69,0.0,0.0,17.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.32
0.0,2.4,0.76,0.84,2.23,1.0,2.25,1.0,8.48,0.8,0.4,0.0,0.0,0.54,0.62,1.44,1.0,2.0,1.0,5.8,0.94,0.0,0.0,0.0,0.0,0.94,0.47,0.0,0.0,0.0,0.0,0.47,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47
0.0,2.66,2.46,2.1,2.88,1.0,2.14,1.0,12.24,1.4,0.67,0.2,0.6,0.2,0.8,2.0,1.0,2.0,1.0,7.87,7.69,0.0,0.0,0.0,0.0,7.69,5.62,0.0,0.0,0.0,0.0,5.62,0.0,0.0,21.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.48
0.0,2.57,2.46,1.74,2.42,1.0,2.14,1.0,11.33,2.0,0.4,0.25,2.0,0.4,0.6,2.0,1.0,2.0,1.0,9.65,7.12,0.0,0.0,0.0,0.0,7.12,3.56,0.0,0.0,0.0,0.0,3.56,0.0,0.0,19.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.57
